농약제품목록,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
등록번호,구분,작물명,병해충명,품목명,일반명,유효성분 함유량,상표명,인축독성,어독성,용도,등록일,작용기작,희석배수,사용량,사용적기,사용방법,안전사용기준(시기),안전사용기준(횟수),제형,법인명(상호명)
46-살균-628,제조,고추(잎),탄저병,테부코나졸 입제,Tebuconazole,2%,실바코,Ⅳ급(저독성),Ⅲ급,살균,2024-12-27,사1,,3㎏/10a,정식전,토양처리,정식기,1회,입제,(주)팜한농
4-살균-212,제조,고추(단고추류포함),탄저병,테부코나졸 액상수화제,Tebuconazole,20%,실바코플러스,Ⅳ급(저독성),Ⅲ급,살균,2003-01-14,사1,2000배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,액상수화제,바이엘크롭사이언스(주)
163-살균-11,수입,고추,탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,쎈크롭,Ⅳ급(저독성),Ⅰ급,살균,2024-04-26,다3,3000배,-,발생초기,경엽처리,수확5일전,3회,입상수화제,아그로스타(주)
163-살균-11,수입,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,쎈크롭,Ⅳ급(저독성),Ⅰ급,살균,2024-04-26,다3,3000배,-,발생초기,경엽처리,수확7일전,1회,입상수화제,아그로스타(주)
163-살균-11,수입,단고추류,탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,쎈크롭,Ⅳ급(저독성),Ⅰ급,살균,2024-04-26,다3,3000배,-,발생초기,경엽처리,수확5일전,3회,입상수화제,아그로스타(주)
63-살균-95,제조,고추,탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,쎈탄,Ⅳ급(저독성),Ⅰ급,살균,2024-04-26,다3,4000배,-,발생초기,경엽처리,수확2일전,3회,유제,(주)케이씨생명과학
85-살균-76,수입,고추,탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,쎈탄,Ⅳ급(저독성),Ⅰ급,살균,2024-11-20,다3,3000배,-,발생초기,경엽처리,수확5일전,3회,입상수화제,(주)케이씨생명과학
76-살균-45,제조,고추,탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,쎈탄,Ⅳ급(저독성),Ⅰ급,살균,2022-02-08,다3,4000배,-,발생초기,경엽처리,수확2일전,3회,유제,(주)신농팜케미컬
78-살균-40,수입,고추(단고추류포함),탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,쎈탄,Ⅳ급(저독성),Ⅰ급,살균,2022-05-04,다3,4000배,-,발생초기,경엽처리,수확2일전,3회,유제,(주)신농팜케미컬
63-살균-95,제조,고추(잎),탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,쎈탄,Ⅳ급(저독성),Ⅰ급,살균,2024-04-26,다3,4000배,-,발생초기,경엽처리,수확7일전,1회,유제,(주)케이씨생명과학
78-살균-40,수입,고추(잎),탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,쎈탄,Ⅳ급(저독성),Ⅰ급,살균,2022-05-04,다3,4000배,-,발생초기,경엽처리,수확7일전,1회,유제,(주)신농팜케미컬
85-살균-76,수입,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,쎈탄,Ⅳ급(저독성),Ⅰ급,살균,2024-11-20,다3,3000배,-,발생초기,경엽처리,수확7일전,1회,입상수화제,(주)케이씨생명과학
76-살균-45,제조,고추(잎),탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,쎈탄,Ⅳ급(저독성),Ⅰ급,살균,2022-02-08,다3,4000배,-,발생초기,경엽처리,수확7일전,1회,유제,(주)신농팜케미컬
76-살균-45,제조,단고추류,탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,쎈탄,Ⅳ급(저독성),Ⅰ급,살균,2022-02-08,다3,4000배,-,발생초기,경엽처리,수확2일전,3회,유제,(주)신농팜케미컬
63-살균-95,제조,단고추류,탄저병,피라클로스트로빈 유제,Pyraclostrobin,22.9%,쎈탄,Ⅳ급(저독성),Ⅰ급,살균,2024-04-26,다3,4000배,-,발생초기,경엽처리,수확2일전,3회,유제,(주)케이씨생명과학
85-살균-76,수입,단고추류,탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,쎈탄,Ⅳ급(저독성),Ⅰ급,살균,2024-11-20,다3,3000배,-,발생초기,경엽처리,수확5일전,3회,입상수화제,(주)케이씨생명과학
166-살균-12,수입,고추(단고추류포함),탄저병,테부코나졸 입상수화제,Tebuconazole,25%,쏠렉신,Ⅳ급(저독성),Ⅲ급,살균,2021-07-27,사1,2000배,-,발생초기,경엽처리,수확3일전,3회,입상수화제,(주)피에이치엘
45-살균-68,제조,고추(단고추류포함),탄저병,테부코나졸 수화제,Tebuconazole,25%,씰빠꼬뿔,Ⅳ급(저독성),Ⅲ급,살균,2013-02-21,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,선문그린사이언스(주)
94-살균-15,수입,고추(단고추류포함),탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,아너스,Ⅳ급(저독성),Ⅱ급,살균,2019-02-12,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,미래아그로
62-살균-31,제조,고추,탄저병,플루아지남 액상수화제,Fluazinam,50%,아라한,Ⅳ급(저독성),Ⅰ급,살균,2020-12-30,다5,2500배,-,발병초 10일간격,경엽처리,수확7일전,2회,액상수화제,지넥스(주)
62-살균-31,제조,단고추류,탄저병,플루아지남 액상수화제,Fluazinam,50%,아라한,Ⅳ급(저독성),Ⅰ급,살균,2020-12-30,다5,2500배,-,발병초 10일간격,경엽처리,수확7일전,2회,액상수화제,지넥스(주)
2-살균-309,제조,고추(단고추류포함),탄저병,아시벤졸라에스메틸.디티아논 액상수화제,Acibenzolar-S-methyl+Dithianon,31.75(1.75+30)%,아로빈,Ⅳ급(저독성),Ⅰ급,살균,2011-03-29,차1+카,1000배,-,발병초 10일간격,경엽처리,수확7일전,2회,액상수화제,신젠타코리아(주)
8-살균-101,제조,고추,탄저병,만코제브.메탈락실 수화제,Mancozeb+Metalaxyl,63.5(56+7.5)%,아리메타실엠지,Ⅳ급(저독성),Ⅲ급,살균,1990-03-09,카+가1,500배,-,발병초부터 10일간격,경엽처리,수확15일전,2회,수화제,(주)농협케미컬
2-살균-302,제조,고추(단고추류포함),탄저병,아시벤졸라에스메틸.클로로탈로닐 액상수화제,Acibenzolar-S-methyl+Chlorothalonil,45.92(1.42+44.5)%,아리미소진,Ⅳ급(저독성),Ⅰ급,살균,2007-03-29,차1+카,2000배,-,발병초기 10일간격,경엽처리,수확2일전,3회,액상수화제,신젠타코리아(주)
8-살균-132,제조,고추,탄저병,베노밀 수화제,Benomyl,50%,아리베노밀,Ⅳ급(저독성),Ⅱ급,살균,1993-12-03,나1,1500배,-,발병초부터 10일간격,경엽처리,수확2일전,4회,수화제,(주)농협케미컬
8-살균-60,제조,고추(단고추류포함),탄저병,티오파네이트메틸 수화제,Thiophanate-methyl,70%,아리지오판,Ⅳ급(저독성),Ⅱ급,살균,1983-05-18,나1,1500배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,수화제,(주)농협케미컬
8-살균-59,제조,고추(단고추류포함),탄저병,클로로탈로닐 수화제,Chlorothalonil,75%,아리타로닐,Ⅳ급(저독성),Ⅰ급,살균,1983-05-18,카,600배,-,발병초부터 10일간격,경엽처리,수확7일전,4회,수화제,(주)농협케미컬
48-살균-10,제조,고추(단고추류포함),탄저병,플루아지남 입상수화제,Fluazinam,50%,아리후론균,Ⅳ급(저독성),Ⅱ급,살균,2012-02-17,다5,2000배,-,발병초 10일간격,경엽처리,수확5일전,2회,입상수화제,(주)태준아그로텍
52-살균-29,제조,고추,탄저병,디티아논 수화제,Dithianon,75%,아우라,Ⅳ급(저독성),Ⅰ급,살균,2012-11-28,카,1000배,-,발병초부터 10일간격,경엽처리,수확3일전,4회,수화제,(주)한얼싸이언스
62-살균-24,제조,고추(단고추류포함),탄저병,디페노코나졸 액상수화제,Difenoconazole,10%,아이템,Ⅳ급(저독성),Ⅲ급,살균,2019-04-10,사1,2000배,-,발병초 10일간격,경엽처리,수확7일전,2회,액상수화제,지넥스(주)
51-살균-38,제조,고추(단고추류포함),탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,아젠포스,Ⅳ급(저독성),Ⅱ급,살균,2013-02-21,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,아그리젠토(주)
74-살균-11,제조,고추(단고추류포함),탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,아젠포스,Ⅳ급(저독성),Ⅱ급,살균,2018-04-11,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,아진케미칼(주)
166-살균-3,수입,고추,탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,아조로빈,Ⅳ급(저독성),Ⅱ급,살균,2020-03-11,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,(주)피에이치엘
99-살균-7,제조,고추,탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,아조로빈,Ⅳ급(저독성),Ⅱ급,살균,2025-03-04,다3,2000배,-,발병 초부터,경엽처리,수확3일전,5회,액상수화제,(주)위즈팜
99-살균-7,제조,단고추류,탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,아조로빈,Ⅳ급(저독성),Ⅱ급,살균,2025-03-04,다3,2000배,-,발병 초부터,경엽처리,수확3일전,5회,액상수화제,(주)위즈팜
1-살균-397,제조,고추(단고추류포함),탄저병,피콕시스트로빈 액상수화제,Picoxystrobin,25%,아칸토,Ⅳ급(저독성),Ⅰ급,살균,2011-05-18,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)경농
8-살균-367,제조,고추(단고추류포함),탄저병,디페노코나졸.플룩사피록사드 액상수화제,Difenoconazole+Fluxapyroxad,11.7(4.7+7)%,아티클,Ⅳ급(저독성),Ⅱ급,살균,2015-07-23,사1+다2,2000배,-,발병초 10일간격,경엽처리,수확5일전,2회,액상수화제,(주)농협케미컬
4-살균-104,제조,고추,탄저병,프로피네브 수화제,Propineb,70%,안트라콜,Ⅳ급(저독성),Ⅱ급,살균,1990-03-02,카,500배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,수화제,바이엘크롭사이언스(주)
46-살균-26,제조,고추,탄저병,프로피네브 수화제,Propineb,70%,안트라콜,Ⅳ급(저독성),Ⅱ급,살균,1981-03-02,카,500배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,수화제,(주)팜한농
3-살균-91,제조,고추,탄저병,프로피네브 수화제,Propineb,70%,안트라콜,Ⅳ급(저독성),Ⅱ급,살균,1991-03-23,카,500배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,수화제,(주)동방아그로
70-살균-12,제조,고추(단고추류포함),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,안티탄,Ⅳ급(저독성),Ⅰ급,살균,2018-05-31,다3,3000배,-,발병초 10일간격,경엽처리,수확5일전,3회,입상수화제,팜아그로텍(주)
70-살균-12,제조,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,안티탄,Ⅳ급(저독성),Ⅰ급,살균,2018-05-31,다3,3000배,-,발병초기,경엽처리,수확7일전,1회,입상수화제,팜아그로텍(주)
46-살균-124,제조,고추(단고추류포함),탄저병,클로로탈로닐.옥사딕실 수화제,Chlorothalonil+Oxadixyl,67.5(60+7.5)%,앙콜,Ⅳ급(저독성),Ⅰ급,살균,1993-10-28,카+가1,1000배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,수화제,(주)팜한농
46-살균-620,제조,고추,탄저병,플루아지남.메펜트리플루코나졸 액상수화제,Fluazinam+Mefentrifluconazole,48(40+8)%,야심찬,Ⅳ급(저독성),Ⅰ급,살균,2023-11-08,다5+사1,2000배,-,발병 초부터,경엽처리,수확3일전,3회,액상수화제,(주)팜한농
46-살균-620,제조,단고추류,탄저병,플루아지남.메펜트리플루코나졸 액상수화제,Fluazinam+Mefentrifluconazole,48(40+8)%,야심찬,Ⅳ급(저독성),Ⅰ급,살균,2023-11-08,다5+사1,2000배,-,발병 초부터,경엽처리,수확3일전,3회,액상수화제,(주)팜한농
70-살균-14,수입,고추,탄저병,프로피네브 수화제,Propineb,70%,어바우트,Ⅳ급(저독성),Ⅱ급,살균,2019-11-27,카,500배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,수화제,(주)한얼싸이언스
52-살균-73,제조,고추,탄저병,프로피네브 수화제,Propineb,70%,어바우트,Ⅳ급(저독성),Ⅱ급,살균,2013-02-21,카,500배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,수화제,(주)한얼싸이언스
74-살균-13,제조,고추(단고추류포함),탄저병,플루아지남 액상수화제,Fluazinam,50%,언더힐,Ⅳ급(저독성),Ⅰ급,살균,2018-04-18,다5,2500배,-,발병초 10일간격,경엽처리,수확7일전,2회,액상수화제,아진케미칼(주)
88-살균-6,제조,고추,탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,에스알티,Ⅳ급(저독성),Ⅱ급,살균,2025-03-12,다3,2000배,-,발병 초부터,경엽처리,수확3일전,5회,액상수화제,(주)더한농
88-살균-6,제조,단고추류,탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,에스알티,Ⅳ급(저독성),Ⅱ급,살균,2025-03-12,다3,2000배,-,발병 초부터,경엽처리,수확3일전,5회,액상수화제,(주)더한농
46-살균-218,제조,고추,탄저병,트리플록시스트로빈 입상수화제,Trifloxystrobin,50%,에이플,Ⅳ급(저독성),Ⅰ급,살균,2012-03-21,다3,4000배,-,발병초 10일간격,경엽처리,수확3일전,4회,입상수화제,(주)팜한농
71-살균-7,제조,고추,탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,에코랑,Ⅳ급(저독성),Ⅱ급,살균,2025-04-29,다3,2000배,-,발병 초부터,경엽처리,수확3일전,5회,액상수화제,(주)새한농
71-살균-7,제조,단고추류,탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,에코랑,Ⅳ급(저독성),Ⅱ급,살균,2025-04-29,다3,2000배,-,발병 초부터,경엽처리,수확3일전,5회,액상수화제,(주)새한농
73-살균-38,제조,고추,탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,에코포스,Ⅳ급(저독성),Ⅰ급,살균,2024-11-06,다3,3000배,-,발생초기,경엽처리,수확5일전,3회,입상수화제,유원에코사이언스(주)
73-살균-38,제조,고추(잎),탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,에코포스,Ⅳ급(저독성),Ⅰ급,살균,2024-11-06,다3,3000배,-,발생초기,경엽처리,수확7일전,1회,입상수화제,유원에코사이언스(주)
73-살균-38,제조,단고추류,탄저병,피라클로스트로빈 입상수화제,Pyraclostrobin,20%,에코포스,Ⅳ급(저독성),Ⅰ급,살균,2024-11-06,다3,3000배,-,발생초기 10일간격,경엽처리,수확5일전,3회,입상수화제,유원에코사이언스(주)
1-살균-506,제조,고추(단고추류포함),탄저병,펜티오피라드.테부코나졸 액상수화제,Penthiopyrad+Tebuconazole,11.5(5+6.5)%,엠불런스,Ⅳ급(저독성),Ⅱ급,살균,2016-11-07,다2+사1,1000배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,(주)경농
51-살균-63,제조,고추(단고추류포함),탄저병,메탈락실.테부코나졸 입제,Metalaxyl+Tebuconazole,3(1.5+1.5)%,역균탄,Ⅳ급(저독성),Ⅲ급,살균,2015-07-23,가1+사1,-,4㎏/10a,정식전,토양처리,정식기,1회,입제,아그리젠토(주)
21-살균-45,제조,고추(단고추류포함),탄저병,테부코나졸.티오파네이트메틸 수화제,Tebuconazole+Thiophanate-methyl,27(17+10)%,연개소문,Ⅳ급(저독성),Ⅲ급,살균,2016-11-07,사1+나1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,(주)유일
8-살균-310,제조,고추,탄저병,프로피코나졸.테부코나졸 유현탁제,Propiconazole+Tebuconazole,22(10+12)%,영일베스트,Ⅳ급(저독성),Ⅲ급,살균,2011-01-20,사1+사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,유현탁제,(주)농협케미컬
52-살균-87,제조,고추(단고추류포함),탄저병,아족시스트로빈.디메토모르프 액상수화제,Azoxystrobin+Dimethomorph,25(5+20)%,예작,Ⅳ급(저독성),Ⅲ급,살균,2013-06-21,다3+아5,1000배,-,발병초 10일간격,경엽처리,수확7일전,2회,액상수화제,(주)한얼싸이언스
29-살균-4,수입,고추(단고추류포함),탄저병,테부코나졸 유탁제,Tebuconazole,25%,오리우스,Ⅲ급(보통독성),Ⅱ급,살균,2004-04-19,사1,2000배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,유탁제,한국마간(주)
47-살균-8,수입,고추(단고추류포함),탄저병,테부코나졸 유탁제,Tebuconazole,25%,오리우스,Ⅲ급(보통독성),Ⅱ급,살균,2015-03-05,사1,2000배,-,발병초부터 10일간격,경엽처리,수확3일전,3회,유탁제,아다마코리아(주)
44-살균-9,제조,고추(단고추류포함),탄저병,테부코나졸 유탁제,Tebuconazole,25%,오리우스,Ⅲ급(보통독성),Ⅱ급,살균,2021-08-17,사1,2000배,-,발생초기,경엽처리,수확3일전,3회,유탁제,아다마코리아(주)
62-살균-30,제조,고추(단고추류포함),탄저병,테부코나졸 수화제,Tebuconazole,25%,오제미,Ⅳ급(저독성),Ⅲ급,살균,2012-12-04,사1,2000배,-,발병초 10일간격,경엽처리,수확3일전,3회,수화제,지넥스(주)
45-살균-102,제조,고추,탄저병,플루아지남 수화제,Fluazinam,50%,오조아,Ⅳ급(저독성),Ⅰ급,살균,2023-03-16,다5,2000배,-,발생초기,경엽처리,수확5일전,4회,수화제,선문그린사이언스(주)
45-살균-102,제조,단고추류,탄저병,플루아지남 수화제,Fluazinam,50%,오조아,Ⅳ급(저독성),Ⅰ급,살균,2023-03-16,다5,2000배,-,발생초기,경엽처리,수확5일전,4회,수화제,선문그린사이언스(주)
6-살균-249,제조,고추(단고추류포함),탄저병,아족시스트로빈.클로로탈로닐 액상수화제,Azoxystrobin+Chlorothalonil,44.8(4.8+40)%,오티머스,Ⅲ급(보통독성),Ⅰ급,살균,2015-01-08,다3+카,1500배,-,발병초 10일간격,경엽처리,수확3일전,3회,액상수화제,에스비성보주식회사
2-살균-316,제조,고추(단고추류포함),탄저병,아족시스트로빈 액상수화제,Azoxystrobin,21.7%,오티바,Ⅳ급(저독성),Ⅱ급,살균,2012-11-14,다3,2000배,-,발병초 10일간격,경엽처리,수확3일전,5회,액상수화제,신젠타코리아(주)
